IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Location,X,Y
100007142,ASSAULT,THREATS AGAINST LIFE,Sunday,01/03/2010,09:00,SOUTHERN,"ARREST, BOOKED",1000 Block of MISSION ST,-122.410787405293,37.779284819883
100007249,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/03/2010,09:15,CENTRAL,UNFOUNDED,GEARY ST / JONES ST,-122.413174494396,37.7867190155837
100007089,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Sunday,01/03/2010,09:20,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214965
100007089,WARRANTS,WARRANT ARREST,Sunday,01/03/2010,09:20,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214965
100007205,NON-CRIMINAL,"AIDED CASE, DOG BITE",Sunday,01/03/2010,09:30,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522563
100009029,MISSING PERSON,MISSING ADULT,Sunday,01/03/2010,09:40,NORTHERN,NONE,1200 Block of WEBSTER ST,-122.430720694086,37.7823958043594
100024475,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/03/2010,10:00,NORTHERN,NONE,2500 Block of FILLMORE ST,-122.434489347007,37.7928173279656
100007512,ASSAULT,THREATS AGAINST LIFE,Sunday,01/03/2010,10:00,TARAVAL,NONE,0 Block of MARGARET AV,-122.451544618411,37.718432821722
100007841,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/03/2010,10:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
106002310,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/03/2010,10:05,NORTHERN,NONE,1400 Block of POLK ST,-122.420647108819,37.790568020243
106013373,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/03/2010,10:10,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916836
100007471,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/03/2010,10:15,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.446245077058,37.7249337973069
100007192,LOITERING,OBSTRUCTING PUBLIC THOROUGHFARE,Sunday,01/03/2010,10:17,NORTHERN,"ARREST, CITED",OLIVE ST / LARKIN ST,-122.4178091031,37.7847098968913
100007192,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Sunday,01/03/2010,10:17,NORTHERN,"ARREST, CITED",OLIVE ST / LARKIN ST,-122.4178091031,37.7847098968913
100007192,TRESPASS,TRESPASSING,Sunday,01/03/2010,10:17,NORTHERN,"ARREST, CITED",OLIVE ST / LARKIN ST,-122.4178091031,37.7847098968913
100007437,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,01/03/2010,10:18,NORTHERN,NONE,2700 Block of LARKIN ST,-122.421634503533,37.8027601040581
100007255,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/03/2010,10:28,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
100007277,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,01/03/2010,10:29,NORTHERN,"ARREST, BOOKED",LAGUNA ST / EDDY ST,-122.427400263419,37.782056547611
100007277,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,01/03/2010,10:29,NORTHERN,"ARREST, BOOKED",LAGUNA ST / EDDY ST,-122.427400263419,37.782056547611
100007318,WARRANTS,WARRANT ARREST,Sunday,01/03/2010,10:30,MISSION,"ARREST, BOOKED",17TH ST / SOUTH VAN NESS AV,-122.41733258259,37.763571895619
100007261,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,10:30,BAYVIEW,NONE,1300 Block of INGALLS ST,-122.38241036542,37.7304619093228
100007299,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,10:45,SOUTHERN,NONE,10TH ST / BRYANT ST,-122.409738771906,37.7703482035751
100007396,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,01/03/2010,10:47,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403742962696,37.7752316978411
100007396,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,01/03/2010,10:47,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403742962696,37.7752316978411
100010220,ASSAULT,BATTERY,Sunday,01/03/2010,11:00,MISSION,NONE,CHATTANOOGA ST / 24TH ST,-122.426334334432,37.7517699045474
100007813,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/03/2010,11:00,TARAVAL,NONE,2300 Block of 24TH AV,-122.481259266514,37.743833187458
106001403,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,11:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522563
106001920,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,11:00,BAYVIEW,NONE,0 Block of 15TH ST,-122.416833070436,37.7760567148275
106021821,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,01/03/2010,11:00,NORTHERN,NONE,2000 Block of FILLMORE ST,-122.433640593251,37.7881215058726
100010101,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,01/03/2010,11:00,NORTHERN,NONE,400 Block of PAGE ST,-122.427830818684,37.7733599712847
100010101,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,01/03/2010,11:00,NORTHERN,NONE,400 Block of PAGE ST,-122.427830818684,37.7733599712847
100084184,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,01/03/2010,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
106001215,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/03/2010,11:00,SOUTHERN,NONE,0 Block of HOWARD ST,-122.392058496162,37.791633869719
100007374,ASSAULT,BATTERY,Sunday,01/03/2010,11:15,SOUTHERN,"ARREST, CITED",HOWARD ST / 4TH ST,-122.402712593282,37.7832596544276
106003249,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,11:30,RICHMOND,NONE,GREAT HY / JOHNFKENNEDY DR,-122.510925873275,37.7704317242772
106001942,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,11:30,BAYVIEW,NONE,1000 Block of PHELPS ST,-122.391941873429,37.7390515504474
100007421,SUSPICIOUS OCC,UNUSUAL OCCURENCE,Sunday,01/03/2010,11:31,TENDERLOIN,NONE,GEARY ST / JONES ST,-122.413174494396,37.7867190155837
100007556,DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,01/03/2010,11:54,MISSION,"ARREST, BOOKED",400 Block of TREAT AV,-122.41363959313,37.763804180751
100007556,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,01/03/2010,11:54,MISSION,"ARREST, BOOKED",400 Block of TREAT AV,-122.41363959313,37.763804180751
100007556,OTHER OFFENSES,PROBATION VIOLATION,Sunday,01/03/2010,11:54,MISSION,"ARREST, BOOKED",400 Block of TREAT AV,-122.41363959313,37.763804180751
100008338,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/03/2010,12:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
100055618,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,12:00,BAYVIEW,NONE,600 Block of GILMAN AV,-122.382051335757,37.7148422161505
100022388,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,01/03/2010,12:00,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.391114406807,37.7801938545347
100022388,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,01/03/2010,12:00,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.391114406807,37.7801938545347
100008316,ASSAULT,THREATS AGAINST LIFE,Sunday,01/03/2010,12:00,CENTRAL,NONE,700 Block of BUSH ST,-122.408884481008,37.7901795012679
100008366,NON-CRIMINAL,LOST PROPERTY,Sunday,01/03/2010,12:00,BAYVIEW,NONE,3RD ST / UNDERWOOD AV,-122.392351560046,37.7300677159607
100009825,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/03/2010,12:00,MISSION,NONE,YORK ST / 18TH ST,-122.409159618012,37.761817429423
100009063,MISSING PERSON,MISSING ADULT,Sunday,01/03/2010,12:00,SOUTHERN,UNFOUNDED,0 Block of DORE ST,-122.412996750977,37.7738519786006
106018602,NON-CRIMINAL,LOST PROPERTY,Sunday,01/03/2010,12:05,PARK,NONE,BAKER ST / OAK ST,-122.440737118652,37.7727124660468
100007578,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,12:20,BAYVIEW,NONE,EVANS AV / 3RD ST,-122.387927387609,37.7427030847701
100007700,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,01/03/2010,12:30,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.413349606369,37.7692198887819
100007700,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/03/2010,12:30,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.413349606369,37.7692198887819
100007700,OTHER OFFENSES,RESISTING ARREST,Sunday,01/03/2010,12:30,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.413349606369,37.7692198887819
100008106,NON-CRIMINAL,LOCATED PROPERTY,Sunday,01/03/2010,12:31,INGLESIDE,NONE,100 Block of CHICAGO WY,-122.431094054358,37.7110823035821
100007603,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,01/03/2010,12:42,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419600224041,37.7638676440625
100007603,OTHER OFFENSES,PROBATION VIOLATION,Sunday,01/03/2010,12:42,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419600224041,37.7638676440625
100008178,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,12:50,NORTHERN,NONE,VANNESS AV / POST ST,-122.421572274151,37.7866181601295
100007647,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,12:59,MISSION,NONE,MISSION ST / 14TH ST,-122.419983447697,37.7682726763915
100019062,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,01/03/2010,13:00,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406481972743,37.7827317885184
106001146,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,01/03/2010,13:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522563
100010139,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,13:00,BAYVIEW,NONE,800 Block of MINNESOTA ST,-122.390379232258,37.7600517691168
106003073,NON-CRIMINAL,LOST PROPERTY,Sunday,01/03/2010,13:00,PARK,NONE,500 Block of ASHBURY ST,-122.446952212913,37.770781653046
100007738,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/03/2010,13:15,TENDERLOIN,PSYCHOPATHIC CASE,100 Block of GOLDEN GATE AV,-122.412567734778,37.7819950169741
100008247,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,01/03/2010,13:30,CENTRAL,NONE,300 Block of POST ST,-122.406806426157,37.7885282807341
100038620,ASSAULT,THREATS AGAINST LIFE,Sunday,01/03/2010,13:30,SOUTHERN,NONE,0 Block of 12TH ST,-122.419807743904,37.7739579987436
100007857,NON-CRIMINAL,AIDED CASE,Sunday,01/03/2010,13:37,TARAVAL,NONE,2500 Block of 30TH AV,-122.49367522045,37.7395798284744
100007829,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,01/03/2010,13:45,BAYVIEW,NONE,ARMSTRONG AV / KEITH ST,-122.392236398643,37.7262238755628
100024403,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Sunday,01/03/2010,14:00,INGLESIDE,NONE,100 Block of EXCELSIOR AV,-122.432628302261,37.725723336276
100020780,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/03/2010,14:00,NORTHERN,NONE,800 Block of EDDY ST,-122.421828641798,37.7827993333406
106049390,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,14:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
100007932,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/03/2010,14:00,NORTHERN,NONE,1600 Block of VANNESS AV,-122.422456147633,37.7907781978481
100024403,"SEX OFFENSES, NON FORCIBLE",INCEST,Sunday,01/03/2010,14:00,INGLESIDE,NONE,100 Block of EXCELSIOR AV,-122.432628302261,37.725723336276
100007998,ASSAULT,THREATS AGAINST LIFE,Sunday,01/03/2010,14:00,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.414317526531,37.783880301072
106003051,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/03/2010,14:00,PARK,NONE,1800 Block of EDDY ST,-122.437578177352,37.7807271365039
106001425,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,14:00,RICHMOND,NONE,400 Block of 3RD AV,-122.461058966667,37.780479033093
100010521,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,01/03/2010,14:00,SOUTHERN,NONE,300 Block of CLEMENTINA ST,-122.402444895666,37.7819129774631
100007904,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,01/03/2010,14:17,NORTHERN,"ARREST, BOOKED",1100 Block of LAGUNA ST,-122.427348325018,37.7815981012251
100009239,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,01/03/2010,21:30,CENTRAL,"ARREST, BOOKED",400 Block of BROADWAY ST,-122.404412564572,37.7981869582113
106001992,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,21:30,BAYVIEW,NONE,1000 Block of FITZGERALD AV,-122.387964839022,37.7188108878291
106002649,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,21:30,SOUTHERN,NONE,RHODEISLAND ST / DIVISION ST,-122.40303990732,37.7698302456566
100009154,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,01/03/2010,21:36,TENDERLOIN,"ARREST, BOOKED",JONES ST / ELLIS ST,-122.412784096502,37.7848656939823
100009154,OTHER OFFENSES,PROBATION VIOLATION,Sunday,01/03/2010,21:36,TENDERLOIN,"ARREST, BOOKED",JONES ST / ELLIS ST,-122.412784096502,37.7848656939823
100009154,OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Sunday,01/03/2010,21:36,TENDERLOIN,"ARREST, BOOKED",JONES ST / ELLIS ST,-122.412784096502,37.7848656939823
100007904,OTHER OFFENSES,PROBATION VIOLATION,Sunday,01/03/2010,14:17,NORTHERN,"ARREST, BOOKED",1100 Block of LAGUNA ST,-122.427348325018,37.7815981012251
100007948,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,01/03/2010,14:21,TENDERLOIN,"ARREST, CITED",300 Block of HYDE ST,-122.415955950447,37.7836542197958
100007954,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/03/2010,14:27,MISSION,"ARREST, CITED",2000 Block of MARKET ST,-122.426893114012,37.7691618402243
100008805,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/03/2010,14:30,CENTRAL,NONE,WASHINGTON ST / BATTERY ST,-122.400488130754,37.7958763223394
100026095,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Sunday,01/03/2010,14:30,SOUTHERN,NONE,1000 Block of NATOMA ST,-122.416994066507,37.7725372761849
100026095,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Sunday,01/03/2010,14:30,SOUTHERN,NONE,1000 Block of NATOMA ST,-122.416994066507,37.7725372761849
100008015,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,14:45,MISSION,NONE,VALENCIA ST / 20TH ST,-122.421273998758,37.7585000733908
100008065,WEAPON LAWS,POSS OF LOADED FIREARM,Sunday,01/03/2010,14:54,SOUTHERN,"ARREST, BOOKED",MARKET ST / 7TH ST,-122.412515341356,37.7804777480805
100008065,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Sunday,01/03/2010,14:54,SOUTHERN,"ARREST, BOOKED",MARKET ST / 7TH ST,-122.412515341356,37.7804777480805
106003829,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,15:00,CENTRAL,NONE,TAYLOR ST / JACKSON ST,-122.413192128726,37.7951956757981
100008071,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,01/03/2010,15:00,TARAVAL,NONE,1500 Block of 30TH AV,-122.48865887563,37.7588756823404
100042665,OTHER OFFENSES,HARASSING PHONE CALLS,Sunday,01/03/2010,15:00,TARAVAL,NONE,2100 Block of 20TH AV,-122.477022890576,37.7473519851451
100009342,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,15:00,TARAVAL,NONE,300 Block of COUNTRYCLUB DR,-122.495038938366,37.7323443191596
100019056,MISSING PERSON,MISSING JUVENILE,Sunday,01/03/2010,15:00,PARK,NONE,HAIGHT ST / COLE ST,-122.450709919144,37.769526227099
106001237,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,01/03/2010,15:10,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401644581024,37.7841509241778
100008093,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/03/2010,15:20,NORTHERN,"ARREST, CITED",FILLMORE ST / GERMANIA ST,-122.430168303807,37.7707076801003
100008087,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/03/2010,15:20,SOUTHERN,"ARREST, CITED",2ND ST / MISSION ST,-122.399802145799,37.7880065324689
100006962,VEHICLE THEFT,STOLEN TRUCK,Sunday,01/03/2010,15:30,BAYVIEW,NONE,600 Block of HAMILTON ST,-122.408240967471,37.7233410253624
100011591,ASSAULT,THREATS AGAINST LIFE,Sunday,01/03/2010,15:30,CENTRAL,NONE,1300 Block of CALIFORNIA ST,-122.417120672602,37.7910467614944
100008582,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,01/03/2010,15:45,INGLESIDE,NONE,30TH ST / WHITNEY ST,-122.427880202064,37.7420149845278
100008190,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,01/03/2010,15:50,TENDERLOIN,"ARREST, BOOKED",HYDE ST / ELLIS ST,-122.416075285051,37.7844496613088
100008190,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,01/03/2010,15:50,TENDERLOIN,"ARREST, BOOKED",HYDE ST / ELLIS ST,-122.416075285051,37.7844496613088
100015026,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,16:00,BAYVIEW,NONE,HUDSON AV / KEITH ST,-122.384049603028,37.7375158029178
100014818,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,01/03/2010,16:00,INGLESIDE,DISTRICT ATTORNEY REFUSES TO PROSECUTE,0 Block of ADDISON ST,-122.430284185023,37.7378160214836
100008203,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,01/03/2010,16:00,PARK,"ARREST, BOOKED",COLE ST / HAIGHT ST,-122.450709919144,37.769526227099
100008203,OTHER OFFENSES,RESISTING ARREST,Sunday,01/03/2010,16:00,PARK,"ARREST, BOOKED",COLE ST / HAIGHT ST,-122.450709919144,37.769526227099
100015026,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,16:00,BAYVIEW,NONE,HUDSON AV / KEITH ST,-122.384049603028,37.7375158029178
100008225,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,01/03/2010,16:04,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.434914378765,37.7245962661896
100008350,TRESPASS,TRESPASSING,Sunday,01/03/2010,16:05,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419646552795,37.7643487573472
100008275,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,01/03/2010,16:15,BAYVIEW,"ARREST, BOOKED",0 Block of WESTBROOK CT,-122.382310167084,37.7348625667003
100008275,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Sunday,01/03/2010,16:15,BAYVIEW,"ARREST, BOOKED",0 Block of WESTBROOK CT,-122.382310167084,37.7348625667003
100006310,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,01/03/2010,16:15,INGLESIDE,NONE,1200 Block of PLYMOUTH AV,-122.456667381288,37.7243705971486
100008300,OTHER OFFENSES,RESISTING ARREST,Sunday,01/03/2010,16:29,MISSION,"ARREST, BOOKED",16TH ST / VALENCIA ST,-122.421886357981,37.764917890972
100008300,WARRANTS,WARRANT ARREST,Sunday,01/03/2010,16:29,MISSION,"ARREST, BOOKED",16TH ST / VALENCIA ST,-122.421886357981,37.764917890972
100008532,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,01/03/2010,16:30,INGLESIDE,NONE,GENEVA AV / SAN JOSE AV,-122.44660721495,37.7207231269085
100008372,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,01/03/2010,16:30,PARK,NONE,STANYAN ST / HAIGHT ST,-122.45353456066,37.7691662978348
106001168,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/03/2010,16:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
100008269,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,16:30,MISSION,NONE,HARRISON ST / 20TH ST,-122.412502863675,37.7590272974793
100008322,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/03/2010,16:38,INGLESIDE,PSYCHOPATHIC CASE,0 Block of DELMONTE ST,-122.443244901128,37.7159123927894
100010929,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Sunday,01/03/2010,16:45,RICHMOND,NONE,3600 Block of SACRAMENTO ST,-122.45214247884,37.7875596352712
100008429,OTHER OFFENSES,OPERATING TAXI WITHOUT A PERMIT,Sunday,01/03/2010,16:45,MISSION,"ARREST, CITED",MISSION ST / 20TH ST,-122.419052694349,37.7586324051858
100008413,OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Sunday,01/03/2010,16:55,PARK,"ARREST, BOOKED",HAIGHT ST / SHRADER ST,-122.451864552636,37.7693505382077
100008463,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,01/03/2010,16:59,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.405085735396,37.7788791537878
100008463,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,01/03/2010,16:59,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.405085735396,37.7788791537878
100008463,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,01/03/2010,16:59,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.405085735396,37.7788791537878
100008463,OTHER OFFENSES,RESISTING ARREST,Sunday,01/03/2010,16:59,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.405085735396,37.7788791537878
100008344,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,16:59,MISSION,NONE,VALENCIA ST / 14TH ST,-122.422201579793,37.768140383681
106001180,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,17:00,SOUTHERN,NONE,0 Block of HOWARD ST,-122.392366988936,37.7914843459353
106001243,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,17:00,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / FOLSOM ST,-122.390094248247,37.79076385896
100011262,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,01/03/2010,17:00,NORTHERN,NONE,STEINER ST / HAYES ST,-122.432832799205,37.7756249673069
100008504,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,01/03/2010,17:00,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522563
100008504,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,01/03/2010,17:00,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522563
100039286,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,01/03/2010,17:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.406659517434,37.7850491022993
100010264,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/03/2010,17:00,BAYVIEW,NONE,800 Block of SILVER AV,-122.419469159667,37.729012825758
100008388,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,01/03/2010,17:05,BAYVIEW,NONE,3RD ST / GILMAN AV,-122.395622324587,37.7224336236981
100008877,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,01/03/2010,17:10,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.450695814628,37.7694941207605
100008877,WARRANTS,WARRANT ARREST,Sunday,01/03/2010,17:10,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,-122.450695814628,37.7694941207605
100008554,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/03/2010,17:20,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.406470054122,37.7851976615491
106001390,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/03/2010,17:30,RICHMOND,NONE,24TH AV / CABRILLO ST,-122.483256462461,37.7744852795244
100008673,SUSPICIOUS OCC,SUSPICIOUS PERSON,Sunday,01/03/2010,17:35,CENTRAL,NONE,700 Block of GEARY ST,-122.416420701164,37.7862787926368
100008601,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/03/2010,17:38,SOUTHERN,"ARREST, CITED",800 Block of HOWARD ST,-122.404879386186,37.7814949930964
100008598,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,01/03/2010,17:45,MISSION,"ARREST, BOOKED",2900 Block of 16TH ST,-122.419267807919,37.7651085752841
100008598,OTHER OFFENSES,PAROLE VIOLATION,Sunday,01/03/2010,17:45,MISSION,"ARREST, BOOKED",2900 Block of 16TH ST,-122.419267807919,37.7651085752841
100225037,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,01/03/2010,18:00,RICHMOND,NONE,3600 Block of JACKSON ST,-122.455292348358,37.7897174809945
106003095,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,18:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
106001221,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/03/2010,18:00,SOUTHERN,NONE,0 Block of 5TH ST,-122.406687851659,37.7829421574187
